FoulIncidents,HomeTeam,AwayTeam,Matchday,FoulNo,TimeOfFoul,VictName,VictHeight,VictWeight,,PerpName,PerpHeight,PerpWeight,DifferencePerpVict,OutcomeVariable,FoulType,RefName,RefHeight,RefWeight,SecondRef,ThirdRef,GameNumber,,,,TallerAmongPlayers
3533,,,,21,V2 00:27,"#44 ATKINS, D.(CH)",203,105,,"#22 KLEPEISZ, T.(ULM)",186,82,-17,0,,AndreasBOHN,176,86,,,87,,,,Vict
3534,,,,22,V3 08:43,"#0 WEIDEMANN, N.(CH)",190,74,,"#4 BLOSSOMGAME, J.(ULM)",198,100,8,1,,NicolasBRENDEL,185,81,,,87,,,,Perp
3535,,,,23,V3 08:10,"#15 MASSENAT, F.(CH)",193,87,,"#4 BLOSSOMGAME, J.(ULM)",198,100,5,1,,AndreasBOHN,176,86,,,87,,,,Perp
3536,,,,24,V3 07:47,"#35 JALLOW, K.(ULM)",198,90,,"#15 MASSENAT, F.(CH)",193,87,-5,0,,AndreasBOHN,176,86,,,87,,,,Vict
3537,,,,25,V3 06:12,"#14 HERKENHOFF, P.(ULM)",209,106,,"#15 MASSENAT, F.(CH)",193,87,-16,0,,GentianCICI,178,74,,,87,,,,Vict
3538,,,,26,V3 05:49,"#11 MIKE, I.(CH)",203,98,,"#14 HERKENHOFF, P.(ULM)",209,106,6,1,,NicolasBRENDEL,185,81,,,87,,,,Perp
3539,,,,27,V3 04:30,"#52 LOCKETT, T.(CH)",196,95,,"#35 JALLOW, K.(ULM)",198,90,2,1,,AndreasBOHN,176,86,,,87,,,,Perp
3540,,,,28,V3 02:27,"#7 THORNWELL, S.(ULM)",193,98,,"#7 RICHTER, J.(CH)",206,105,13,1,,GentianCICI,178,74,,,87,,,,Perp
3541,,,,29,V3 02:27,"#7 THORNWELL, S.(ULM)",193,98,,"#8 WIMBERG, N.(CH)",206,97,13,1,,AndreasBOHN,176,86,,,87,,,,Perp
3542,,,,30,V3 01:32,"#14 HERKENHOFF, P.(ULM)",209,106,,"#7 RICHTER, J.(CH)",206,105,-3,0,offensive,GentianCICI,178,74,,,87,,,,Vict
3543,,,,31,V3 00:01,"#7 THORNWELL, S.(ULM)",193,98,,"#29 SUSINSKAS, M.(CH)",204,87,11,1,,GentianCICI,178,74,,,87,,,,Perp
3544,,,,32,V4 08:40,"#35 JALLOW, K.(ULM)",198,90,,"#11 MIKE, I.(CH)",203,98,5,1,,GentianCICI,178,74,,,87,,,,Perp
3545,,,,33,V4 06:26,"#7 THORNWELL, S.(ULM)",193,98,,"#11 MIKE, I.(CH)",203,98,10,1,,AndreasBOHN,176,86,,,87,,,,Perp
3546,,,,34,V4 06:17,"#35 JALLOW, K.(ULM)",198,90,,"#52 LOCKETT, T.(CH)",196,95,-2,0,,NicolasBRENDEL,185,81,,,87,,,,Vict
3547,,,,35,V4 05:52,"#0 WEIDEMANN, N.(CH)",190,74,,"#35 JALLOW, K.(ULM)",198,90,8,1,,AndreasBOHN,176,86,,,87,,,,Perp
3548,,,,36,V4 03:52,"#4 BLOSSOMGAME, J.(ULM)",198,100,,"#11 MIKE, I.(CH)",203,98,5,1,,GentianCICI,178,74,,,87,,,,Perp
3549,,,,37,V4 03:06,"#22 KLEPEISZ, T.(ULM)",186,82,,"#7 RICHTER, J.(CH)",206,105,20,1,,AndreasBOHN,176,86,,,87,,,,Perp
3550,,,,38,V4 02:32,"#22 KLEPEISZ, T.(ULM)",186,82,,"#0 WEIDEMANN, N.(CH)",190,74,4,1,,AndreasBOHN,176,86,,,87,,,,Perp
3551,,,,39,V4 01:20,"#4 BLOSSOMGAME, J.(ULM)",198,100,,"#11 MIKE, I.(CH)",203,98,5,1,,NicolasBRENDEL,185,81,,,87,,,,Perp
3552,,,,40,V4 01:04,"#4 BLOSSOMGAME, J.(ULM)",198,100,,"#8 WIMBERG, N.(CH)",206,97,8,1,,GentianCICI,178,74,,,87,,,,Perp
3553,,,,41,V4 00:43,"#4 BLOSSOMGAME, J.(ULM)",198,100,,"#8 WIMBERG, N.(CH)",206,97,8,1,,NicolasBRENDEL,185,81,,,87,,,,Perp
3554,,,,42,V4 00:15,"#15 MASSENAT, F.(CH)",193,87,,"#7 THORNWELL, S.(ULM)",193,98,0,1,,NicolasBRENDEL,185,81,,,87,,,,Vict
3555,Giessen,Braunschweig,19,1,P1 - 09:43 ,"#25 FAYNE II, P.(GIE)",203,100,,"#3 TISCHLER, N.(BRA)",200,84,-3,0,,RadeeshKATTUR,175,83,,,88,,,,Vict
3556,,,,2,P1 - 09:24 ,"#4 KRAUSHAAR, B.(GIE)",190,78,,"#44 TURUDIC, B.(BRA)",207,103,17,1,,RadeeshKATTUR,175,83,,,88,,,,Perp
3557,,,,3,P1 - 08:15 ,"#1 KRÄMER, D.(BRA)",198,91,,"#4 KRAUSHAAR, B.(GIE)",190,78,-8,0,,OliverKRAUSE,182,80,,,88,,,,Vict
3558,,,,4,P1 - 07:50 ,"#19 SEHNAL, O.(BRA)",192,95,,"#0 MCCULLUM, K.(GIE)",184,75,-8,0,,OliverKRAUSE,182,80,,,88,,,,Vict
3559,,,,5,P1 - 04:23 ,"#0 MCCULLUM, K.(GIE)",184,75,,"#1 KRÄMER, D.(BRA)",198,91,14,1,,EnricoSTREIT,185,67,,,88,,,,Perp
3560,,,,6,P1 - 04:11 ,"#1 KRÄMER, D.(BRA)",198,91,,"#9 BEGUE, M.(GIE)",192,88,-6,0,,OliverKRAUSE,182,80,,,88,,,,Vict
3561,,,,7,P1 - 03:12 ,"#0 MCCULLUM, K.(GIE)",184,75,,"#1 KRÄMER, D.(BRA)",198,91,14,1,,OliverKRAUSE,182,80,,,88,,,,Perp
3562,,,,8,P1 - 02:45 ,"#2 NAWROCKI, D.(GIE)",193,93,,"#5 KLASSEN, O.(BRA)",208,117,15,1,,EnricoSTREIT,185,67,,,88,,,,Perp
3563,,,,9,P1 - 02:16 ,"#0 MCCULLUM, K.(GIE)",184,75,,"#13 TISCHLER, B.(BRA)",200,82,16,1,,RadeeshKATTUR,175,83,,,88,,,,Perp
3564,,,,10,P1 - 00:36 ,"#21 KOCH, F.(GIE)",197,86,,"#10 FRU, S.(BRA)",205,100,8,1,,EnricoSTREIT,185,67,,,88,,,,Perp
3565,,,,11,P1 - 00:21 ,"#4 VAN SLOOTEN, L.(BRA)",205,99,,"#12 BINAPFL, K.(GIE)",198,92,-7,0,,OliverKRAUSE,182,80,,,88,,,,Vict
3566,,,,12,P2 - 09:46 ,"#4 VAN SLOOTEN, L.(BRA)",205,99,,"#12 BINAPFL, K.(GIE)",198,92,-7,0,,EnricoSTREIT,185,67,,,88,,,,Vict
3567,,,,13,P2 - 08:08 ,"#10 UHLEMANN, T.(GIE)",203,105,,"#44 TURUDIC, B.(BRA)",207,103,4,1,,OliverKRAUSE,182,80,,,88,,,,Perp
3568,,,,14,P2 - 07:43 ,"#4 KRAUSHAAR, B.(GIE)",190,78,,"#44 TURUDIC, B.(BRA)",207,103,17,1,,RadeeshKATTUR,175,83,,,88,,,,Perp
3569,,,,15,P2 - 07:34 ,"#25 FAYNE II, P.(GIE)",203,100,,"#5 KLASSEN, O.(BRA)",208,117,5,1,,EnricoSTREIT,185,67,,,88,,,,Perp
3570,,,,16,P2 - 07:11 ,"#25 FAYNE II, P.(GIE)",203,100,,"#3 TISCHLER, N.(BRA)",200,84,-3,0,unsportsmanlike,RadeeshKATTUR,175,83,,,88,,,,Vict
3571,,,,17,P2 - 06:58 ,"#0 MCCULLUM, K.(GIE)",184,75,,"#19 SEHNAL, O.(BRA)",192,95,8,1,,EnricoSTREIT,185,67,,,88,,,,Perp
3572,,,,18,P2 - 05:02 ,"#2 NAWROCKI, D.(GIE)",193,93,,"#1 KRÄMER, D.(BRA)",198,91,5,1,offensive,EnricoSTREIT,185,67,,,88,,,,Perp
3573,,,,19,P2 - 04:37 ,"#5 KLASSEN, O.(BRA)",208,117,,"#10 UHLEMANN, T.(GIE)",203,105,-5,0,,RadeeshKATTUR,175,83,,,88,,,,Vict
3574,,,,20,P2 - 02:49 ,"#32 ZAGARS, A.(BRA)",190,78,,"#1 OMOT, N.(GIE)",206,91,16,1,offensive,RadeeshKATTUR,175,83,OliverKRAUSE,,88,,,,Perp
3575,,,,21,P2 - 02:32 ,"#10 FRU, S.(BRA)",205,100,,"#7 LAKSA, M.(GIE)",200,92,-5,0,,RadeeshKATTUR,175,83,,,88,,,,Vict
3576,,,,22,P2 - 00:29 ,"#13 TISCHLER, B.(BRA)",200,82,,"#15 MILLER, J.(GIE)",203,107,3,1,,OliverKRAUSE,182,80,,,88,,,,Perp
3577,,,,23,P3 - 09:31 ,"#2 NAWROCKI, D.(GIE)",193,93,,"#4 VAN SLOOTEN, L.(BRA)",205,99,12,1,,EnricoSTREIT,185,67,,,88,,,,Perp
3578,,,,24,P3 - 09:03 ,"#1 OMOT, N.(GIE)",206,91,,"#3 TISCHLER, N.(BRA)",200,84,-6,0,offensive,EnricoSTREIT,185,67,,,88,,,,Vict
3579,,,,25,P3 - 07:02 ,"#5 KLASSEN, O.(BRA)",208,117,,"#25 FAYNE II, P.(GIE)",203,100,-5,0,,RadeeshKATTUR,175,83,,,88,,,,Vict
3580,,,,26,P3 - 06:38 ,"#5 KLASSEN, O.(BRA)",208,117,,"#25 FAYNE II, P.(GIE)",203,100,-5,0,,OliverKRAUSE,182,80,,,88,,,,Vict
3581,,,,27,P3 - 06:37 ,"#5 KLASSEN, O.(BRA)",208,117,,"#25 FAYNE II, P.(GIE)",203,100,-5,0,,EnricoSTREIT,185,67,,,88,,,,Vict
3582,,,,28,P3 - 05:01 ,"#5 KLASSEN, O.(BRA)",208,117,,"#15 MILLER, J.(GIE)",203,107,-5,0,offensive,EnricoSTREIT,185,67,,,88,,,,Vict
3583,,,,29,P3 - 03:59 ,"#4 KRAUSHAAR, B.(GIE)",190,78,,"#44 TURUDIC, B.(BRA)",207,103,17,1,,EnricoSTREIT,185,67,,,88,,,,Perp
3584,,,,30,P3 - 03:34 ,"#1 KRÄMER, D.(BRA)",198,91,,"#2 NAWROCKI, D.(GIE)",193,93,-5,0,,EnricoSTREIT,185,67,,,88,,,,Vict
3585,,,,31,P3 - 02:45 ,"#32 ZAGARS, A.(BRA)",190,78,,"#2 NAWROCKI, D.(GIE)",193,93,3,1,,EnricoSTREIT,185,67,,,88,,,,Perp
3586,,,,32,P3 - 00:34 ,"#5 KLASSEN, O.(BRA)",208,117,,"#0 MCCULLUM, K.(GIE)",184,75,-24,0,unsportsmanlike,OliverKRAUSE,182,80,,,88,,,,Vict
3587,,,,33,P3 - 00:26 ,"#32 ZAGARS, A.(BRA)",190,78,,"#25 FAYNE II, P.(GIE)",203,100,13,1,,RadeeshKATTUR,175,83,,,88,,,,Perp
3588,,,,34,P3 - 00:08 ,"#4 KRAUSHAAR, B.(GIE)",190,78,,"#4 VAN SLOOTEN, L.(BRA)",205,99,15,1,,EnricoSTREIT,185,67,,,88,,,,Perp
3589,,,,35,P4 - 08:42 ,"#7 LAKSA, M.(GIE)",200,92,,"#13 TISCHLER, B.(BRA)",200,82,0,1,,EnricoSTREIT,185,67,,,88,,,,Vict
3590,,,,36,P4 - 07:36 ,"#4 VAN SLOOTEN, L.(BRA)",205,99,,"#10 UHLEMANN, T.(GIE)",203,105,-2,0,,OliverKRAUSE,182,80,,,88,,,,Vict
3591,,,,37,P4 - 07:12 ,"#19 SEHNAL, O.(BRA)",192,95,,"#21 KOCH, F.(GIE)",197,86,5,1,offensive,EnricoSTREIT,185,67,,,88,,,,Perp
3592,,,,38,P4 - 06:43 ,"#15 MILLER, J.(GIE)",203,107,,"#19 SEHNAL, O.(BRA)",192,95,-11,0,,RadeeshKATTUR,175,83,,,88,,,,Vict
3593,,,,39,P4 - 05:23 ,"#44 TURUDIC, B.(BRA)",207,103,,"#2 NAWROCKI, D.(GIE)",193,93,-14,0,,RadeeshKATTUR,175,83,OliverKRAUSE,,88,,,,Vict
3594,,,,40,P4 - 04:59 ,"#1 KRÄMER, D.(BRA)",198,91,,"#25 FAYNE II, P.(GIE)",203,100,5,1,offensive,EnricoSTREIT,185,67,,,88,,,,Perp
3595,,,,41,P4 - 04:22 ,"#0 MCCULLUM, K.(GIE)",184,75,,"#15 PETERKA, M.(BRA)",205,110,21,1,,EnricoSTREIT,185,67,,,88,,,,Perp
3596,,,,42,P4 - 03:58 ,"#12 BINAPFL, K.(GIE)",198,92,,"#1 KRÄMER, D.(BRA)",198,91,0,1,,EnricoSTREIT,185,67,,,88,,,,Vict
3597,,,,43,P4 - 03:17 ,"#10 FRU, S.(BRA)",205,100,,"#4 KRAUSHAAR, B.(GIE)",190,78,-15,0,,RadeeshKATTUR,175,83,,,88,,,,Vict
3598,,,,44,P4 - 03:01 ,"#10 UHLEMANN, T.(GIE)",203,105,,"#10 FRU, S.(BRA)",205,100,2,1,,EnricoSTREIT,185,67,,,88,,,,Perp
3599,,,,45,P4 - 00:21 ,"#13 TISCHLER, B.(BRA)",200,82,,"#4 KRAUSHAAR, B.(GIE)",190,78,-10,0,,OliverKRAUSE,182,80,,,88,,,,Vict
3600,Ludwigsburg,Halle,19,1,P1 - 08:30 ,"#20 ALKINS, R.(LUD)",196,102,,"#11 MUSHIDI, K.(MBC)",195,95,-1,0,,JohannesHACK,177,80,,,89,,,,Vict
3601,,,,2,P1 - 06:39 ,"#30 UPSHAW, R.(MBC)",203,105,,"#24 HAPP, E.(LUD)",208,107,5,1,,BenediktLODER,181,84,,,89,,,,Perp
3602,,,,3,P1 - 05:26 ,"#5 SIMON, J.(LUD)",194,98,,"#20 MORRIS, J.(MBC)",193,91,-1,0,,JohannesHACK,177,80,,,89,,,,Vict
3603,,,,4,P1 - 04:22 ,"#23 HUSKIC, G.(MBC)",210,102,,"#15 UGBO, E.(LUD)",200,102,-10,0,,JohannesHACK,177,80,MoritzREITER,,89,,,,Vict
3604,,,,5,P1 - 04:20 ,"#11 MUSHIDI, K.(MBC)",195,95,,"#12 RADEBAUGH, J.(LUD)",191,84,-4,0,,BenediktLODER,181,84,,,89,,,,Vict
3605,,,,6,P1 - 02:27 ,"#24 HAPP, E.(LUD)",208,107,,"#4 ENGLISH, A.(MBC)",193,83,-15,0,,MoritzREITER,189,91,BenediktLODER,,89,,,,Vict
3606,,,,7,P1 - 01:17 ,"#4 ENGLISH, A.(MBC)",193,83,,"#6 PATRICK, J.(LUD)",185,74,-8,0,,JohannesHACK,177,80,,,89,,,,Vict
3607,,,,8,P1 - 01:08 ,"#4 ENGLISH, A.(MBC)",193,83,,"#15 UGBO, E.(LUD)",200,102,7,1,,BenediktLODER,181,84,,,89,,,,Perp
3608,,,,9,P1 - 00:48 ,"#7 KERUSCH, S.(MBC)",195,105,,"#11 HERZOG, L.(LUD)",186,78,-9,0,,MoritzREITER,189,91,,,89,,,,Vict
3609,,,,10,P1 - 00:18 ,"#4 ENGLISH, A.(MBC)",193,83,,"#5 SIMON, J.(LUD)",194,98,1,1,,MoritzREITER,189,91,,,89,,,,Perp
3610,,,,11,P2 - 09:24 ,"#7 KERUSCH, S.(MBC)",195,105,,"#1 HULLS, J.(LUD)",180,81,-15,0,,BenediktLODER,181,84,,,89,,,,Vict
3611,,,,12,P2 - 08:54 ,"#4 ENGLISH, A.(MBC)",193,83,,"#20 ALKINS, R.(LUD)",196,102,3,1,,JohannesHACK,177,80,,,89,,,,Perp
3612,,,,13,P2 - 07:21 ,"#44 REBIC, N.(MBC)",188,80,,"#24 HAPP, E.(LUD)",208,107,20,1,offensive,MoritzREITER,189,91,,,89,,,,Perp
3613,,,,14,P2 - 07:04 ,"#23 HUSKIC, G.(MBC)",210,102,,"#20 ALKINS, R.(LUD)",196,102,-14,0,,MoritzREITER,189,91,,,89,,,,Vict
3614,,,,15,P2 - 03:42 ,"#23 HUSKIC, G.(MBC)",210,102,,"#5 SIMON, J.(LUD)",194,98,-16,0,,JohannesHACK,177,80,,,89,,,,Vict
3615,,,,16,P2 - 02:32 ,"#4 ENGLISH, A.(MBC)",193,83,,"#11 HERZOG, L.(LUD)",186,78,-7,0,,MoritzREITER,189,91,,,89,,,,Vict
3616,,,,17,P2 - 02:19 ,"#12 RADEBAUGH, J.(LUD)",191,84,,"#23 HUSKIC, G.(MBC)",210,102,19,1,,BenediktLODER,181,84,,,89,,,,Perp
3617,,,,18,P2 - 02:11 ,"#20 ALKINS, R.(LUD)",196,102,,"#30 UPSHAW, R.(MBC)",203,105,7,1,,BenediktLODER,181,84,,,89,,,,Perp
3618,,,,19,P2 - 01:44 ,"#1 HULLS, J.(LUD)",180,81,,"#44 REBIC, N.(MBC)",188,80,8,1,,JohannesHACK,177,80,,,89,,,,Perp
3619,,,,20,P2 - 01:23 ,"#23 HUSKIC, G.(MBC)",210,102,,"#24 HAPP, E.(LUD)",208,107,-2,0,,MoritzREITER,189,91,,,89,,,,Vict
3620,,,,21,P2 - 00:52 ,"#6 PATRICK, J.(LUD)",185,74,,"#11 MUSHIDI, K.(MBC)",195,95,10,1,offensive,BenediktLODER,181,84,,,89,,,,Perp
3621,,,,22,P2 - 00:12 ,"#30 UPSHAW, R.(MBC)",203,105,,"#6 PATRICK, J.(LUD)",185,74,-18,0,,JohannesHACK,177,80,,,89,,,,Vict
3622,,,,23,P3 - 06:52 ,"#5 SIMON, J.(LUD)",194,98,,"#11 MUSHIDI, K.(MBC)",195,95,1,1,,BenediktLODER,181,84,,,89,,,,Perp
3623,,,,24,P3 - 05:49 ,"#5 SIMON, J.(LUD)",194,98,,"#44 REBIC, N.(MBC)",188,80,-6,0,,BenediktLODER,181,84,,,89,,,,Vict
3624,,,,25,P3 - 03:12 ,"#20 MORRIS, J.(MBC)",193,91,,"#15 UGBO, E.(LUD)",200,102,7,1,,BenediktLODER,181,84,,,89,,,,Perp
3625,,,,26,P3 - 01:32 ,"#12 RADEBAUGH, J.(LUD)",191,84,,"#20 MORRIS, J.(MBC)",193,91,2,1,offensive,JohannesHACK,177,80,BenediktLODER,,89,,,,Perp
3626,,,,27,P3 - 01:16 ,"#20 ALKINS, R.(LUD)",196,102,,"#11 MUSHIDI, K.(MBC)",195,95,-1,0,,BenediktLODER,181,84,,,89,,,,Vict
3627,,,,28,P4 - 09:16 ,"#6 PATRICK, J.(LUD)",185,74,,"#44 REBIC, N.(MBC)",188,80,3,1,,JohannesHACK,177,80,,,89,,,,Perp
3628,,,,29,P4 - 09:04 ,"#44 REBIC, N.(MBC)",188,80,,"#6 PATRICK, J.(LUD)",185,74,-3,0,,BenediktLODER,181,84,,,89,,,,Vict
3629,,,,30,P4 - 05:15 ,"#20 MORRIS, J.(MBC)",193,91,,"#11 HERZOG, L.(LUD)",186,78,-7,0,,JohannesHACK,177,80,,,89,,,,Vict
3630,,,,31,P4 - 03:05 ,"#1 HULLS, J.(LUD)",180,81,,"#44 REBIC, N.(MBC)",188,80,8,1,,JohannesHACK,177,80,,,89,,,,Perp
3631,,,,32,P4 - 02:33 ,"#30 UPSHAW, R.(MBC)",203,105,,"#6 PATRICK, J.(LUD)",185,74,-18,0,,JohannesHACK,177,80,,,89,,,,Vict
3632,Göttingen,Heidelberg,19,1,P1 - 09:16 ,"#8 UGRAI, M.(HDB)",201,104,,"#24 GRIMES, N.(GOT)",203,103,2,1,offensive,SvenROSENBAUM,191,97,,,90,,,,Perp
3633,,,,2,P1 - 06:02 ,"#10 MARTIN, K.(HDB)",196,94,,"#2 TOOLSON, J.(GOT)",196,93,0,1,,NesaKOVACEVIC,193,82,,,90,,,,Vict
3634,,,,3,P1 - 03:36 ,"#15 HARTWICH, P.(GOT)",218,113,,"#10 MARTIN, K.(HDB)",196,94,-22,0,,ClemensFRITZ,192,94,,,90,,,,Vict
3635,,,,4,P1 - 02:11 ,"#3 FREY, H.(GOT)",188,84,,"#2 WÜRZNER, N.(HDB)",196,85,8,1,,NesaKOVACEVIC,193,82,,,90,,,,Perp
3636,,,,5,P1 - 01:59 ,"#15 HARTWICH, P.(GOT)",218,113,,"#8 UGRAI, M.(HDB)",201,104,-17,0,,NesaKOVACEVIC,193,82,,,90,,,,Vict
3637,,,,6,P1 - 01:22 ,"#15 HARTWICH, P.(GOT)",218,113,,"#10 MARTIN, K.(HDB)",196,94,-22,0,,NesaKOVACEVIC,193,82,,,90,,,,Vict
3638,,,,7,P2 - 09:42 ,"#5 ELY, S.(HDB)",194,90,,"#8 VARGAS, A.(GOT)",192,90,-2,0,,NesaKOVACEVIC,193,82,,,90,,,,Vict
3639,,,,8,P2 - 08:19 ,"#1 CHAPMAN, B.(HDB)",206,97,,"#24 GRIMES, N.(GOT)",203,103,-3,0,offensive,SvenROSENBAUM,191,97,,,90,,,,Vict
3640,,,,9,P2 - 07:31 ,"#15 GEIST, J.(HDB)",188,81,,"#44 BALDWIN, K.(GOT)",185,86,-3,0,,NesaKOVACEVIC,193,82,,,90,,,,Vict
3641,,,,10,P2 - 04:13 ,"#15 HARTWICH, P.(GOT)",218,113,,"#1 CHAPMAN, B.(HDB)",206,97,-12,0,,ClemensFRITZ,192,94,,,90,,,,Vict
3642,,,,11,P2 - 03:50 ,"#1 CHAPMAN, B.(HDB)",206,97,,"#15 HARTWICH, P.(GOT)",218,113,12,1,unsportsmanlike,ClemensFRITZ,192,94,SvenROSENBAUM,,90,,,,Perp
3643,,,,12,P2 - 03:36 ,"#1 CHAPMAN, B.(HDB)",206,97,,"#15 HARTWICH, P.(GOT)",218,113,12,1,,SvenROSENBAUM,191,97,NesaKOVACEVIC,,90,,,,Perp
3644,,,,13,P2 - 03:35 ,"#5 ELY, S.(HDB)",194,90,,"#5 ROBERSON, J.(GOT)",198,100,4,1,,ClemensFRITZ,192,94,,,90,,,,Perp
3645,,,,14,P2 - 03:25 ,"#5 ROBERSON, J.(GOT)",198,100,,"#30 FRIEDERICI, L.(HDB)",190,83,-8,0,,NesaKOVACEVIC,193,82,,,90,,,,Vict
3646,,,,15,P2 - 01:50 ,"#5 ROBERSON, J.(GOT)",198,100,,"#1 CHAPMAN, B.(HDB)",206,97,8,1,,SvenROSENBAUM,191,97,,,90,,,,Perp
3647,,,,16,P2 - 01:05 ,"#44 BALDWIN, K.(GOT)",185,86,,"#15 GEIST, J.(HDB)",188,81,3,1,,NesaKOVACEVIC,193,82,,,90,,,,Perp
3648,,,,17,P2 - 00:56 ,"#44 BALDWIN, K.(GOT)",185,86,,"#15 GEIST, J.(HDB)",188,81,3,1,,NesaKOVACEVIC,193,82,,,90,,,,Perp
3649,,,,18,P3 - 09:48 ,"#22 BROWN, S.(GOT)",180,75,,"#8 UGRAI, M.(HDB)",201,104,21,1,,ClemensFRITZ,192,94,,,90,,,,Perp
3650,,,,19,P3 - 07:45 ,"#1 CHAPMAN, B.(HDB)",206,97,,"#5 ROBERSON, J.(GOT)",198,100,-8,0,,ClemensFRITZ,192,94,,,90,,,,Vict
3651,,,,20,P3 - 05:53 ,"#15 GEIST, J.(HDB)",188,81,,"#5 ROBERSON, J.(GOT)",198,100,10,1,,NesaKOVACEVIC,193,82,,,90,,,,Perp
3652,,,,21,P3 - 03:58 ,"#44 BALDWIN, K.(GOT)",185,86,,"#15 GEIST, J.(HDB)",188,81,3,1,,NesaKOVACEVIC,193,82,,,90,,,,Perp
3653,,,,22,P3 - 03:02 ,"#3 FREY, H.(GOT)",188,84,,"#3 LOWERY, R.(HDB)",188,78,0,1,,ClemensFRITZ,192,94,,,90,,,,Vict
3654,,,,23,P3 - 02:17 ,"#2 WÜRZNER, N.(HDB)",196,85,,"#24 GRIMES, N.(GOT)",203,103,7,1,offensive,NesaKOVACEVIC,193,82,,,90,,,,Perp
3655,,,,24,P3 - 01:59 ,"#1 CHAPMAN, B.(HDB)",206,97,,"#10 HUJIC, H.(GOT)",192,93,-14,0,,SvenROSENBAUM,191,97,,,90,,,,Vict
3656,,,,25,P3 - 00:56 ,"#17 MÖNNINGHOFF, M.(GOT)",200,191,,"#8 UGRAI, M.(HDB)",201,104,1,1,,SvenROSENBAUM,191,97,,,90,,,,Perp
3657,,,,26,P3 - 00:19 ,"#1 CHAPMAN, B.(HDB)",206,97,,"#17 MÖNNINGHOFF, M.(GOT)",200,191,-6,0,,NesaKOVACEVIC,193,82,,,90,,,,Vict
3658,,,,27,P4 - 07:31 ,"#8 UGRAI, M.(HDB)",201,104,,"#44 BALDWIN, K.(GOT)",185,86,-16,0,,SvenROSENBAUM,191,97,,,90,,,,Vict
3659,,,,28,P4 - 05:33 ,"#17 MÖNNINGHOFF, M.(GOT)",200,191,,"#10 MARTIN, K.(HDB)",196,94,-4,0,unsportsmanlike,SvenROSENBAUM,191,97,,,90,,,,Vict
3660,,,,29,P4 - 05:00 ,"#15 GEIST, J.(HDB)",188,81,,"#8 VARGAS, A.(GOT)",192,90,4,1,,ClemensFRITZ,192,94,,,90,,,,Perp
3661,,,,30,P4 - 04:27 ,"#15 GEIST, J.(HDB)",188,81,,"#22 BROWN, S.(GOT)",180,75,-8,0,,SvenROSENBAUM,191,97,,,90,,,,Vict
3662,,,,31,P4 - 04:12 ,"#15 GEIST, J.(HDB)",188,81,,"#15 HARTWICH, P.(GOT)",218,113,30,1,,NesaKOVACEVIC,193,82,,,90,,,,Perp
3663,,,,32,P4 - 03:42 ,"#15 HARTWICH, P.(GOT)",218,113,,"#8 UGRAI, M.(HDB)",201,104,-17,0,,NesaKOVACEVIC,193,82,,,90,,,,Vict
3664,,,,33,P4 - 03:09 ,"#15 HARTWICH, P.(GOT)",218,113,,"#1 CHAPMAN, B.(HDB)",206,97,-12,0,,ClemensFRITZ,192,94,,,90,,,,Vict
3665,,,,34,P4 - 02:53 ,"#1 CHAPMAN, B.(HDB)",206,97,,"#15 HARTWICH, P.(GOT)",218,113,12,1,,NesaKOVACEVIC,193,82,,,90,,,,Perp
3666,,,,35,P4 - 01:27 ,"#8 UGRAI, M.(HDB)",201,104,,"#15 HARTWICH, P.(GOT)",218,113,17,1,,ClemensFRITZ,192,94,,,90,,,,Perp
3667,,,,36,P4 - 01:12 ,"#5 ROBERSON, J.(GOT)",198,100,,"#8 UGRAI, M.(HDB)",201,104,3,1,,ClemensFRITZ,192,94,,,90,,,,Perp
3668,,,,37,P4 - 00:14 ,"#22 BROWN, S.(GOT)",180,75,,"#10 MARTIN, K.(HDB)",196,94,16,1,,SvenROSENBAUM,191,97,,,90,,,,Perp
3669,,,,38,P4 - 00:12 ,"#10 MARTIN, K.(HDB)",196,94,,"#5 ROBERSON, J.(GOT)",198,100,2,1,,NesaKOVACEVIC,193,82,,,90,,,,Perp
3670,München,Bayreuth,19,1,P1 - 09:32 ,"#3 THORNTON, M.(BAY)",193,88,,"#43 RADOSEVIC, L.(FCB)",208,112,15,1,,KonstantinSIMONOW,174,83,,,91,,,,Perp
3671,,,,2,P1 - 08:48 ,"#1 THOMAS, D.(FCB)",201,104,,"#15 ALLEN, T.(BAY)",203,105,2,1,,ChristianTHEIS,183,71,,,91,,,,Perp
3672,,,,3,P1 - 05:12 ,"#10 JARAMAZ, O.(FCB)",193,88,,"#19 SAJUS, M.(BAY)",208,118,15,1,,ChristianTHEIS,183,71,,,91,,,,Perp
3673,,,,4,P1 - 05:00 ,"#2 ANIM, S.(BAY)",196,95,,"#12 GEORGE, J.(FCB)",202,88,6,1,,ChristofMADINGER,190,96,,,91,,,,Perp
3674,,,,5,P1 - 04:31 ,"#10 JARAMAZ, O.(FCB)",193,88,,"#3 THORNTON, M.(BAY)",193,88,0,1,,KonstantinSIMONOW,174,83,,,91,,,,Vict
3675,,,,6,P1 - 04:14 ,"#3 THORNTON, M.(BAY)",193,88,,"#34 SCHILLING, G.(FCB)",206,107,13,1,,ChristofMADINGER,190,96,,,91,,,,Perp
