FoulIncidents,HomeTeam,AwayTeam,Matchday,FoulNo,TimeOfFoul,VictName,VictHeight,VictWeight,,PerpName,PerpHeight,PerpWeight,DifferencePerpVict,OutcomeVariable,FoulType,RefName,RefHeight,RefWeight,SecondRef,ThirdRef,GameNumber,,,,TallerAmongPlayers
6615,,,,6,V1 03:32,"#1 MARTIN, J.(GOT)",191,84,,"#3 TISCHLER, N.(BRA)",200,84,9,1,,NicolasBRENDEL,185,81,,,165,,,,Perp
6616,,,,7,V1 02:18,"#3 FREY, H.(GOT)",188,84,,"#4 VAN SLOOTEN, L.(BRA)",205,99,17,1,offensive,AnnePANTHER,174,59,,,165,,,,Perp
6617,,,,8,V1 01:59,"#24 GRIMES, N.(GOT)",203,103,,"#44 TURUDIC, B.(BRA)",207,103,4,1,,MoritzKRÜPER,187,77,,,165,,,,Perp
6618,,,,9,V1 01:45,"#8 VARGAS, A.(GOT)",192,90,,"#1 KRÄMER, D.(BRA)",198,91,6,1,offensive,AnnePANTHER,174,59,,,165,,,,Perp
6619,,,,10,V1 00:04,"#44 TURUDIC, B.(BRA)",207,103,,"#18 KAMP, H.(GOT)",203,110,-4,0,,NicolasBRENDEL,185,81,,,165,,,,Vict
6620,,,,11,V2 09:22,"#22 BROWN, S.(GOT)",180,75,,"#44 TURUDIC, B.(BRA)",207,103,27,1,,MoritzKRÜPER,187,77,,,165,,,,Perp
6621,,,,12,V2 09:04,"#1 KRÄMER, D.(BRA)",198,91,,"#15 HARTWICH, P.(GOT)",218,113,20,1,,NicolasBRENDEL,185,81,,,165,,,,Perp
6622,,,,13,V2 07:54,"#19 SEHNAL, O.(BRA)",192,95,,"#3 FREY, H.(GOT)",188,84,-4,0,,NicolasBRENDEL,185,81,,,165,,,,Vict
6623,,,,14,V2 06:29,"#13 TISCHLER, B.(BRA)",200,82,,"#3 FREY, H.(GOT)",188,84,-12,0,,NicolasBRENDEL,185,81,,,165,,,,Vict
6624,,,,15,V2 06:14,"#13 TISCHLER, B.(BRA)",200,82,,"#15 HARTWICH, P.(GOT)",218,113,18,1,,MoritzKRÜPER,187,77,,,165,,,,Perp
6625,,,,16,V2 06:08,"#19 SEHNAL, O.(BRA)",192,95,,"#5 ROBERSON, J.(GOT)",198,100,6,1,,AnnePANTHER,174,59,,,165,,,,Perp
6626,,,,17,V2 04:54,"#0 BROWN, T.(BRA)",180,89,,"#1 MARTIN, J.(GOT)",191,84,11,1,,MoritzKRÜPER,187,77,,,165,,,,Perp
6627,,,,18,V2 03:10,"#1 KRÄMER, D.(BRA)",198,91,,"#1 MARTIN, J.(GOT)",191,84,-7,0,,MoritzKRÜPER,187,77,,,165,,,,Vict
6628,,,,19,V2 02:35,"#5 KLASSEN, O.(BRA)",208,117,,"#1 MARTIN, J.(GOT)",191,84,-17,0,,NicolasBRENDEL,185,81,,,165,,,,Vict
6629,,,,20,V2 02:19,"#10 HUJIC, H.(GOT)",192,93,,"#3 TISCHLER, N.(BRA)",200,84,8,1,,AnnePANTHER,174,59,,,165,,,,Perp
6630,,,,21,V2 00:43,"#44 TURUDIC, B.(BRA)",207,103,,"#24 GRIMES, N.(GOT)",203,103,-4,0,,AnnePANTHER,174,59,,,165,,,,Vict
6631,,,,22,V3 09:47,"#18 KAMP, H.(GOT)",203,110,,"#13 TISCHLER, B.(BRA)",200,82,-3,0,,AnnePANTHER,174,59,,,165,,,,Vict
6632,,,,23,V3 09:13,"#1 KRÄMER, D.(BRA)",198,91,,"#18 KAMP, H.(GOT)",203,110,5,1,,AnnePANTHER,174,59,MoritzKRÜPER,,165,,,,Perp
6633,,,,24,V3 08:09,"#22 BROWN, S.(GOT)",180,75,,"#4 VAN SLOOTEN, L.(BRA)",205,99,25,1,,NicolasBRENDEL,185,81,,,165,,,,Perp
6634,,,,25,V3 06:55,"#32 ZAGARS, A.(BRA)",190,78,,"#2 TOOLSON, J.(GOT)",196,93,6,1,,AnnePANTHER,174,59,,,165,,,,Perp
6635,,,,26,V3 06:43,"#5 KLASSEN, O.(BRA)",208,117,,"#24 GRIMES, N.(GOT)",203,103,-5,0,,NicolasBRENDEL,185,81,,,165,,,,Vict
6636,,,,27,V3 05:48,"#3 FREY, H.(GOT)",188,84,,"#5 KLASSEN, O.(BRA)",208,117,20,1,,MoritzKRÜPER,187,77,,,165,,,,Perp
6637,,,,28,V3 04:55,"#13 TISCHLER, B.(BRA)",200,82,,"#3 FREY, H.(GOT)",188,84,-12,0,,AnnePANTHER,174,59,,,165,,,,Vict
6638,,,,29,V3 04:10,"#5 ROBERSON, J.(GOT)",198,100,,"#4 VAN SLOOTEN, L.(BRA)",205,99,7,1,,MoritzKRÜPER,187,77,,,165,,,,Perp
6639,,,,30,V3 02:44,"#22 BROWN, S.(GOT)",180,75,,"#32 ZAGARS, A.(BRA)",190,78,10,1,,AnnePANTHER,174,59,,,165,,,,Perp
6640,,,,31,V3 02:34,"#15 PETERKA, M.(BRA)",205,110,,"#5 ROBERSON, J.(GOT)",198,100,-7,0,,NicolasBRENDEL,185,81,,,165,,,,Vict
6641,,,,32,V3 01:51,"#0 BROWN, T.(BRA)",180,89,,"#1 MARTIN, J.(GOT)",191,84,11,1,,MoritzKRÜPER,187,77,,,165,,,,Perp
6642,,,,33,V3 01:00,"#15 HARTWICH, P.(GOT)",218,113,,"#0 BROWN, T.(BRA)",180,89,-38,0,,AnnePANTHER,174,59,,,165,,,,Vict
6643,,,,34,V3 00:47,"#0 BROWN, T.(BRA)",180,89,,"#22 BROWN, S.(GOT)",180,75,0,1,,MoritzKRÜPER,187,77,,,165,,,,Vict
6644,,,,35,V3 00:04,"#19 SEHNAL, O.(BRA)",192,95,,"#15 HARTWICH, P.(GOT)",218,113,26,1,,AnnePANTHER,174,59,,,165,,,,Perp
6645,,,,36,V3 00:00,"#22 BROWN, S.(GOT)",180,75,,"#44 TURUDIC, B.(BRA)",207,103,27,1,,NicolasBRENDEL,185,81,,,165,,,,Perp
6646,,,,37,V4 07:44,"#13 TISCHLER, B.(BRA)",200,82,,"#8 VARGAS, A.(GOT)",192,90,-8,0,unsportsmanlike,NicolasBRENDEL,185,81,,,165,,,,Vict
6647,,,,38,V4 07:13,"#19 SEHNAL, O.(BRA)",192,95,,"#22 BROWN, S.(GOT)",180,75,-12,0,,AnnePANTHER,174,59,,,165,,,,Vict
6648,,,,39,V4 07:05,"#18 KAMP, H.(GOT)",203,110,,"#15 PETERKA, M.(BRA)",205,110,2,1,,AnnePANTHER,174,59,,,165,,,,Perp
6649,,,,40,V4 06:45,"#13 TISCHLER, B.(BRA)",200,82,,"#5 ROBERSON, J.(GOT)",198,100,-2,0,,MoritzKRÜPER,187,77,,,165,,,,Vict
6650,,,,41,V4 06:14,"#32 GIOTIS, M.(GOT)",197,87,,"#32 ZAGARS, A.(BRA)",190,78,-7,0,,NicolasBRENDEL,185,81,,,165,,,,Vict
6651,,,,42,V4 03:26,"#32 ZAGARS, A.(BRA)",190,78,,"#3 FREY, H.(GOT)",188,84,-2,0,,MoritzKRÜPER,187,77,,,165,,,,Vict
6652,,,,43,V4 03:20,"#32 ZAGARS, A.(BRA)",190,78,,"#5 ROBERSON, J.(GOT)",198,100,8,1,,AnnePANTHER,174,59,,,165,,,,Perp
6653,,,,44,V4 02:00,"#1 MARTIN, J.(GOT)",191,84,,"#5 KLASSEN, O.(BRA)",208,117,17,1,,AnnePANTHER,174,59,NicolasBRENDEL,,165,,,,Perp
6654,,,,45,V4 00:34,"#13 TISCHLER, B.(BRA)",200,82,,"#5 ROBERSON, J.(GOT)",198,100,-2,0,,AnnePANTHER,174,59,,,165,,,,Vict
6655,,,,46,V4 00:11,"#19 SEHNAL, O.(BRA)",192,95,,"#1 MARTIN, J.(GOT)",191,84,-1,0,,AnnePANTHER,174,59,,,165,,,,Vict
6656,Bonn,Ludwigsburg,28,1,V1 09:26,"#24 HAPP, E.(LUD)",208,107,,"#10 KULVIETIS, S.(BON)",206,100,-2,0,,RadeeshKATTUR,175,83,,,166,,,,Vict
6657,,,,2,V1 07:17,"#10 KULVIETIS, S.(BON)",206,100,,"#12 RADEBAUGH, J.(LUD)",191,84,-15,0,,NesaKOVACEVIC,193,82,,,166,,,,Vict
6658,,,,3,V1 05:26,"#6 KESSENS, M.(BON)",205,103,,"#13 POLAS BARTOLO, Y.(LUD)",191,88,-14,0,,EnricoSTREIT,185,67,,,166,,,,Vict
6659,,,,4,V1 05:00,"#24 HAPP, E.(LUD)",208,107,,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,-28,0,unsportsmanlike,EnricoSTREIT,185,67,,,166,,,,Vict
6660,,,,5,V1 04:41,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,,"#6 PATRICK, J.(LUD)",185,74,5,1,,RadeeshKATTUR,175,83,,,166,,,,Perp
6661,,,,6,V1 04:00,"#20 ALKINS, R.(LUD)",196,102,,"#11 LYPOVYY, O.(BON)",201,91,5,1,,NesaKOVACEVIC,193,82,,,166,,,,Perp
6662,,,,7,V1 02:54,"#13 HAWKINS, J.(BON)",196,96,,"#24 HAPP, E.(LUD)",208,107,12,1,offensive,RadeeshKATTUR,175,83,,,166,,,,Perp
6663,,,,8,V1 02:31,"#13 POLAS BARTOLO, Y.(LUD)",191,88,,"#6 KESSENS, M.(BON)",205,103,14,1,,EnricoSTREIT,185,67,,,166,,,,Perp
6664,,,,9,V1 01:59,"#20 ALKINS, R.(LUD)",196,102,,"#20 MORGAN, J.(BON)",196,87,0,1,,EnricoSTREIT,185,67,,,166,,,,Vict
6665,,,,10,V2 09:45,"#5 SIMON, J.(LUD)",194,98,,"#13 HAWKINS, J.(BON)",196,96,2,1,,RadeeshKATTUR,175,83,,,166,,,,Perp
6666,,,,11,V2 08:55,"#13 HAWKINS, J.(BON)",196,96,,"#24 HAPP, E.(LUD)",208,107,12,1,,RadeeshKATTUR,175,83,,,166,,,,Perp
6667,,,,12,V2 08:24,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,,"#8 WOODARD, J.(LUD)",191,86,11,1,unsportsmanlike,NesaKOVACEVIC,193,82,,,166,,,,Perp
6668,,,,14,V2 07:31,"#11 HERZOG, L.(LUD)",186,78,,"#20 MORGAN, J.(BON)",196,87,10,1,offensive,NesaKOVACEVIC,193,82,,,166,,,,Perp
6669,,,,15,V2 06:31,"#13 POLAS BARTOLO, Y.(LUD)",191,88,,"#13 HAWKINS, J.(BON)",196,96,5,1,offensive,NesaKOVACEVIC,193,82,,,166,,,,Perp
6670,,,,16,V2 05:57,"#10 KULVIETIS, S.(BON)",206,100,,"#2 PATRICK, J.(LUD)",193,75,-13,0,,RadeeshKATTUR,175,83,,,166,,,,Vict
6671,,,,17,V2 05:14,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,,"#12 RADEBAUGH, J.(LUD)",191,84,11,1,,NesaKOVACEVIC,193,82,,,166,,,,Perp
6672,,,,18,V2 05:03,"#5 SIMON, J.(LUD)",194,98,,"#6 KESSENS, M.(BON)",205,103,11,1,,NesaKOVACEVIC,193,82,,,166,,,,Perp
6673,,,,19,V2 03:32,"#11 LYPOVYY, O.(BON)",201,91,,"#5 SIMON, J.(LUD)",194,98,-7,0,,EnricoSTREIT,185,67,NesaKOVACEVIC,,166,,,,Vict
6674,,,,20,V2 02:23,"#11 HERZOG, L.(LUD)",186,78,,"#12 BOWLIN, S.(BON)",191,80,5,1,,RadeeshKATTUR,175,83,,,166,,,,Perp
6675,,,,21,V3 07:21,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,,"#13 POLAS BARTOLO, Y.(LUD)",191,88,11,1,,RadeeshKATTUR,175,83,,,166,,,,Perp
6676,,,,22,V3 05:52,"#11 HERZOG, L.(LUD)",186,78,,"#11 LYPOVYY, O.(BON)",201,91,15,1,,NesaKOVACEVIC,193,82,,,166,,,,Perp
6677,,,,23,V3 04:04,"#20 MORGAN, J.(BON)",196,87,,"#6 PATRICK, J.(LUD)",185,74,-11,0,,NesaKOVACEVIC,193,82,,,166,,,,Vict
6678,,,,24,V3 03:48,"#5 SIMON, J.(LUD)",194,98,,"#6 KESSENS, M.(BON)",205,103,11,1,,EnricoSTREIT,185,67,,,166,,,,Perp
6679,,,,25,V3 02:55,"#11 HERZOG, L.(LUD)",186,78,,"#6 KESSENS, M.(BON)",205,103,19,1,offensive,NesaKOVACEVIC,193,82,,,166,,,,Perp
6680,,,,26,V3 01:19,"#12 RADEBAUGH, J.(LUD)",191,84,,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,-11,0,,NesaKOVACEVIC,193,82,,,166,,,,Vict
6681,,,,27,V3 00:53,"#5 SIMON, J.(LUD)",194,98,,"#33 JACKSON-CARTWRIGHT, P.(BON)",180,77,-14,0,,RadeeshKATTUR,175,83,,,166,,,,Vict
6682,,,,28,V3 00:02,"#12 BOWLIN, S.(BON)",191,80,,"#5 SIMON, J.(LUD)",194,98,3,1,,EnricoSTREIT,185,67,,,166,,,,Perp
6683,,,,29,V4 09:42,"#20 MORGAN, J.(BON)",196,87,,"#20 ALKINS, R.(LUD)",196,102,0,1,offensive,RadeeshKATTUR,175,83,,,166,,,,Vict
6684,,,,30,V4 09:29,"#13 HAWKINS, J.(BON)",196,96,,"#11 HERZOG, L.(LUD)",186,78,-10,0,,RadeeshKATTUR,175,83,,,166,,,,Vict
6685,,,,31,V4 05:47,"#5 SIMON, J.(LUD)",194,98,,"#12 BOWLIN, S.(BON)",191,80,-3,0,,RadeeshKATTUR,175,83,,,166,,,,Vict
6686,,,,32,V4 04:03,"#12 BOWLIN, S.(BON)",191,80,,"#13 POLAS BARTOLO, Y.(LUD)",191,88,0,1,,RadeeshKATTUR,175,83,,,166,,,,Vict
6687,,,,33,V4 01:28,"#5 SIMON, J.(LUD)",194,98,,"#9 TADDA, K.(BON)",191,92,-3,0,,EnricoSTREIT,185,67,,,166,,,,Vict
6688,,,,34,V4 01:23,"#5 SIMON, J.(LUD)",194,98,,"#13 HAWKINS, J.(BON)",196,96,2,1,,EnricoSTREIT,185,67,,,166,,,,Perp
6689,,,,35,V4 00:20,"#12 RADEBAUGH, J.(LUD)",191,84,,"#12 BOWLIN, S.(BON)",191,80,0,1,,NesaKOVACEVIC,193,82,,,166,,,,Vict
6690,,,,36,V4 00:14,"#13 HAWKINS, J.(BON)",196,96,,"#11 HERZOG, L.(LUD)",186,78,-10,0,,RadeeshKATTUR,175,83,,,166,,,,Vict
6691,,,,37,V4 00:12,"#10 KULVIETIS, S.(BON)",206,100,,"#11 HERZOG, L.(LUD)",186,78,-20,0,,RadeeshKATTUR,175,83,,,166,,,,Vict
6692,,,,38,V4 00:06,"#10 KULVIETIS, S.(BON)",206,100,,"#12 RADEBAUGH, J.(LUD)",191,84,-15,0,,RadeeshKATTUR,175,83,,,166,,,,Vict
6693,Ulm,Weißenfels,28,1,V1 08:57,"#0 CHRISTON, S.(ULM)",191,86,,"#20 MORRIS, J.(MBC)",193,91,2,1,,ArminMUTAPCIC,194,84,OliverKRAUSE,,167,,,,Perp
6694,,,,2,V1 04:40,"#35 JALLOW, K.(ULM)",198,90,,"#11 MUSHIDI, K.(MBC)",195,95,-3,0,,ArminMUTAPCIC,194,84,,,167,,,,Vict
6695,,,,3,V1 03:10,"#30 UPSHAW, R.(MBC)",203,105,,"#35 JALLOW, K.(ULM)",198,90,-5,0,,ArminMUTAPCIC,194,84,,,167,,,,Vict
6696,,,,4,V1 01:25,"#54 BRYANT, J.(MBC)",211,127,,"#22 KLEPEISZ, T.(ULM)",186,82,-25,0,,ArminMUTAPCIC,194,84,,,167,,,,Vict
6697,,,,5,V1 01:20,"#54 BRYANT, J.(MBC)",211,127,,"#13 BRETZEL, N.(ULM)",212,118,1,1,,AndreasBOHN,176,86,,,167,,,,Perp
6698,,,,6,V1 00:22,"#0 CHRISTON, S.(ULM)",191,86,,"#88 YAKHCHALI, B.(MBC)",196,87,5,1,,ArminMUTAPCIC,194,84,,,167,,,,Perp
6699,,,,7,V2 08:54,"#35 JALLOW, K.(ULM)",198,90,,"#20 MORRIS, J.(MBC)",193,91,-5,0,,ArminMUTAPCIC,194,84,,,167,,,,Vict
6700,,,,8,V2 08:43,"#13 BRETZEL, N.(ULM)",212,118,,"#4 ENGLISH, A.(MBC)",193,83,-19,0,,OliverKRAUSE,182,80,,,167,,,,Vict
6701,,,,9,V2 07:28,"#20 MORRIS, J.(MBC)",193,91,,"#44 ZUGIC, F.(ULM)",196,85,3,1,,OliverKRAUSE,182,80,,,167,,,,Perp
6702,,,,10,V2 06:51,"#4 BLOSSOMGAME, J.(ULM)",198,100,,"#11 MUSHIDI, K.(MBC)",195,95,-3,0,,OliverKRAUSE,182,80,,,167,,,,Vict
6703,,,,11,V2 05:58,"#30 UPSHAW, R.(MBC)",203,105,,"#22 KLEPEISZ, T.(ULM)",186,82,-17,0,,AndreasBOHN,176,86,,,167,,,,Vict
6704,,,,12,V2 05:47,"#13 BRETZEL, N.(ULM)",212,118,,"#23 HUSKIC, G.(MBC)",210,102,-2,0,,OliverKRAUSE,182,80,,,167,,,,Vict
6705,,,,13,V2 04:09,"#23 HUSKIC, G.(MBC)",210,102,,"#5 EVANS, S.(ULM)",203,110,-7,0,,ArminMUTAPCIC,194,84,,,167,,,,Vict
6706,,,,14,V2 03:10,"#0 CHRISTON, S.(ULM)",191,86,,"#30 UPSHAW, R.(MBC)",203,105,12,1,,ArminMUTAPCIC,194,84,,,167,,,,Perp
6707,,,,15,V2 01:47,"#30 UPSHAW, R.(MBC)",203,105,,"#44 ZUGIC, F.(ULM)",196,85,-7,0,,AndreasBOHN,176,86,,,167,,,,Vict
6708,,,,16,V2 01:44,"#44 REBIC, N.(MBC)",188,80,,"#5 EVANS, S.(ULM)",203,110,15,1,,OliverKRAUSE,182,80,,,167,,,,Perp
6709,,,,17,V2 00:42,"#4 BLOSSOMGAME, J.(ULM)",198,100,,"#11 MUSHIDI, K.(MBC)",195,95,-3,0,,AndreasBOHN,176,86,,,167,,,,Vict
6710,,,,18,V2 00:06,"#13 BRETZEL, N.(ULM)",212,118,,"#13 CAISIN, R.(MBC)",198,94,-14,0,,OliverKRAUSE,182,80,,,167,,,,Vict
6711,,,,19,V3 09:13,"#4 BLOSSOMGAME, J.(ULM)",198,100,,"#44 REBIC, N.(MBC)",188,80,-10,0,,ArminMUTAPCIC,194,84,,,167,,,,Vict
6712,,,,20,V3 04:56,"#23 HUSKIC, G.(MBC)",210,102,,"#13 BRETZEL, N.(ULM)",212,118,2,1,,AndreasBOHN,176,86,,,167,,,,Perp
6713,,,,21,V3 03:37,"#35 JALLOW, K.(ULM)",198,90,,"#54 BRYANT, J.(MBC)",211,127,13,1,offensive,ArminMUTAPCIC,194,84,,,167,,,,Perp
6714,,,,22,V3 01:08,"#35 JALLOW, K.(ULM)",198,90,,"#54 BRYANT, J.(MBC)",211,127,13,1,,OliverKRAUSE,182,80,AndreasBOHN,,167,,,,Perp
6715,,,,23,V3 00:13,"#4 ENGLISH, A.(MBC)",193,83,,"#12 RATAJ, M.(ULM)",204,100,11,1,,ArminMUTAPCIC,194,84,,,167,,,,Perp
6716,,,,24,V3 00:10,"#44 REBIC, N.(MBC)",188,80,,"#22 KLEPEISZ, T.(ULM)",186,82,-2,0,,ArminMUTAPCIC,194,84,,,167,,,,Vict
6717,,,,25,V3 00:04,"#44 REBIC, N.(MBC)",188,80,,"#6 GÜNTHER, P.(ULM)",184,77,-4,0,,ArminMUTAPCIC,194,84,,,167,,,,Vict
6718,,,,26,V4 09:24,"#0 CHRISTON, S.(ULM)",191,86,,"#4 ENGLISH, A.(MBC)",193,83,2,1,offensive,ArminMUTAPCIC,194,84,,,167,,,,Perp
6719,,,,27,V4 08:14,"#11 MUSHIDI, K.(MBC)",195,95,,"#12 RATAJ, M.(ULM)",204,100,9,1,,AndreasBOHN,176,86,,,167,,,,Perp
6720,,,,28,V4 07:44,"#44 REBIC, N.(MBC)",188,80,,"#12 RATAJ, M.(ULM)",204,100,16,1,,AndreasBOHN,176,86,,,167,,,,Perp
6721,,,,29,V4 07:26,"#6 GÜNTHER, P.(ULM)",184,77,,"#11 MUSHIDI, K.(MBC)",195,95,11,1,,OliverKRAUSE,182,80,,,167,,,,Perp
6722,,,,30,V4 05:38,"#0 CHRISTON, S.(ULM)",191,86,,"#4 ENGLISH, A.(MBC)",193,83,2,1,,OliverKRAUSE,182,80,AndreasBOHN,,167,,,,Perp
6723,,,,31,V4 05:12,"#35 JALLOW, K.(ULM)",198,90,,"#20 MORRIS, J.(MBC)",193,91,-5,0,,OliverKRAUSE,182,80,,,167,,,,Vict
6724,,,,32,V4 03:13,"#20 MORRIS, J.(MBC)",193,91,,"#5 EVANS, S.(ULM)",203,110,10,1,,ArminMUTAPCIC,194,84,,,167,,,,Perp
6725,,,,33,V4 03:05,"#11 MUSHIDI, K.(MBC)",195,95,,"#35 JALLOW, K.(ULM)",198,90,3,1,offensive,AndreasBOHN,176,86,,,167,,,,Perp
6726,Heidelberg,Giessen,28,1,V1 09:47,"#0 MCCULLUM, K.(GIE)",184,75,,"#3 LOWERY, R.(HDB)",188,78,4,1,,AlexanderMOSKOVIC,192,79,,,168,,,,Perp
6727,,,,2,V1 09:04,"#0 MCCULLUM, K.(GIE)",184,75,,"#8 UGRAI, M.(HDB)",201,104,17,1,,JohannesHACK,177,80,AlexanderMOSKOVIC,,168,,,,Perp
6728,,,,3,V1 07:06,"#8 UGRAI, M.(HDB)",201,104,,"#25 FAYNE II, P.(GIE)",203,100,2,1,,AlexanderMOSKOVIC,192,79,SteveBITTNER,,168,,,,Perp
6729,,,,4,V1 06:56,"#15 GEIST, J.(HDB)",188,81,,"#25 FAYNE II, P.(GIE)",203,100,15,1,,JohannesHACK,177,80,,,168,,,,Perp
6730,,,,5,V1 05:26,"#0 MCCULLUM, K.(GIE)",184,75,,"#15 GEIST, J.(HDB)",188,81,4,1,,SteveBITTNER,189,93,JohannesHACK,,168,,,,Perp
6731,,,,6,V1 03:12,"#21 KOCH, F.(GIE)",197,86,,"#2 WÜRZNER, N.(HDB)",196,85,-1,0,,SteveBITTNER,189,93,,,168,,,,Vict
6732,,,,7,V1 02:30,"#2 WÜRZNER, N.(HDB)",196,85,,"#4 KRAUSHAAR, B.(GIE)",190,78,-6,0,,AlexanderMOSKOVIC,192,79,,,168,,,,Vict
6733,,,,8,V1 01:56,"#55 ANDERSON, K.(HDB)",180,79,,"#10 UHLEMANN, T.(GIE)",203,105,23,1,,AlexanderMOSKOVIC,192,79,,,168,,,,Perp
6734,,,,9,V1 00:45,"#8 UGRAI, M.(HDB)",201,104,,"#15 MILLER, J.(GIE)",203,107,2,1,,SteveBITTNER,189,93,,,168,,,,Perp
6735,,,,10,V1 00:34,"#55 ANDERSON, K.(HDB)",180,79,,"#10 UHLEMANN, T.(GIE)",203,105,23,1,offensive,JohannesHACK,177,80,,,168,,,,Perp
6736,,,,11,V2 09:41,"#29 OSAGHAE, O.(HDB)",206,113,,"#4 KRAUSHAAR, B.(GIE)",190,78,-16,0,,AlexanderMOSKOVIC,192,79,,,168,,,,Vict
6737,,,,12,V2 09:14,"#4 KRAUSHAAR, B.(GIE)",190,78,,"#55 ANDERSON, K.(HDB)",180,79,-10,0,,AlexanderMOSKOVIC,192,79,,,168,,,,Vict
6738,,,,13,V2 05:09,"#1 OMOT, N.(GIE)",206,91,,"#29 OSAGHAE, O.(HDB)",206,113,0,1,,AlexanderMOSKOVIC,192,79,,,168,,,,Vict
6739,,,,14,V2 04:46,"#8 UGRAI, M.(HDB)",201,104,,"#1 OMOT, N.(GIE)",206,91,5,1,,JohannesHACK,177,80,AlexanderMOSKOVIC,,168,,,,Perp
6740,,,,15,V2 03:23,"#0 MCCULLUM, K.(GIE)",184,75,,"#8 UGRAI, M.(HDB)",201,104,17,1,,AlexanderMOSKOVIC,192,79,,,168,,,,Perp
6741,,,,16,V2 03:05,"#15 GEIST, J.(HDB)",188,81,,"#15 MILLER, J.(GIE)",203,107,15,1,,AlexanderMOSKOVIC,192,79,,,168,,,,Perp
6742,,,,17,V2 02:53,"#15 GEIST, J.(HDB)",188,81,,"#0 MCCULLUM, K.(GIE)",184,75,-4,0,,SteveBITTNER,189,93,,,168,,,,Vict
6743,,,,18,V2 01:54,"#15 GEIST, J.(HDB)",188,81,,"#0 MCCULLUM, K.(GIE)",184,75,-4,0,,JohannesHACK,177,80,,,168,,,,Vict
6744,,,,19,V2 01:40,"#25 FAYNE II, P.(GIE)",203,100,,"#22 HEYDEN, P.(HDB)",206,112,3,1,,JohannesHACK,177,80,,,168,,,,Perp
6745,,,,20,V2 00:59,"#10 MARTIN, K.(HDB)",196,94,,"#7 LAKSA, M.(GIE)",200,92,4,1,,AlexanderMOSKOVIC,192,79,,,168,,,,Perp
6746,,,,21,V3 08:37,"#8 UGRAI, M.(HDB)",201,104,,"#25 FAYNE II, P.(GIE)",203,100,2,1,,JohannesHACK,177,80,,,168,,,,Perp
6747,,,,22,V3 08:24,"#8 UGRAI, M.(HDB)",201,104,,"#1 OMOT, N.(GIE)",206,91,5,1,,AlexanderMOSKOVIC,192,79,,,168,,,,Perp
6748,,,,23,V3 08:13,"#0 MCCULLUM, K.(GIE)",184,75,,"#3 LOWERY, R.(HDB)",188,78,4,1,,AlexanderMOSKOVIC,192,79,,,168,,,,Perp
6749,,,,24,V3 07:31,"#10 MARTIN, K.(HDB)",196,94,,"#1 OMOT, N.(GIE)",206,91,10,1,,SteveBITTNER,189,93,,,168,,,,Perp
6750,,,,25,V3 06:50,"#0 MCCULLUM, K.(GIE)",184,75,,"#15 GEIST, J.(HDB)",188,81,4,1,,JohannesHACK,177,80,,,168,,,,Perp
6751,,,,26,V3 06:34,"#0 MCCULLUM, K.(GIE)",184,75,,"#15 GEIST, J.(HDB)",188,81,4,1,offensive,AlexanderMOSKOVIC,192,79,,,168,,,,Perp
6752,,,,27,V3 05:39,"#15 MILLER, J.(GIE)",203,107,,"#10 MARTIN, K.(HDB)",196,94,-7,0,,SteveBITTNER,189,93,,,168,,,,Vict
6753,,,,28,V3 04:41,"#55 ANDERSON, K.(HDB)",180,79,,"#4 KRAUSHAAR, B.(GIE)",190,78,10,1,offensive,SteveBITTNER,189,93,,,168,,,,Perp
6754,,,,29,V3 03:49,"#10 MARTIN, K.(HDB)",196,94,,"#21 KOCH, F.(GIE)",197,86,1,1,,JohannesHACK,177,80,,,168,,,,Perp
6755,,,,30,V3 03:41,"#10 MARTIN, K.(HDB)",196,94,,"#7 LAKSA, M.(GIE)",200,92,4,1,offensive,AlexanderMOSKOVIC,192,79,,,168,,,,Perp
6756,,,,31,V3 02:52,"#7 LAKSA, M.(GIE)",200,92,,"#10 MARTIN, K.(HDB)",196,94,-4,0,,AlexanderMOSKOVIC,192,79,,,168,,,,Vict
6757,,,,32,V3 00:02,"#8 UGRAI, M.(HDB)",201,104,,"#15 MILLER, J.(GIE)",203,107,2,1,,JohannesHACK,177,80,,,168,,,,Perp
6758,,,,33,V4 08:24,"#55 ANDERSON, K.(HDB)",180,79,,"#0 MCCULLUM, K.(GIE)",184,75,4,1,,SteveBITTNER,189,93,,,168,,,,Perp
6759,,,,34,V4 07:58,"#55 ANDERSON, K.(HDB)",180,79,,"#1 OMOT, N.(GIE)",206,91,26,1,,AlexanderMOSKOVIC,192,79,,,168,,,,Perp
6760,,,,35,V4 06:04,"#15 GEIST, J.(HDB)",188,81,,"#21 KOCH, F.(GIE)",197,86,9,1,,AlexanderMOSKOVIC,192,79,,,168,,,,Perp
6761,,,,36,V4 05:39,"#0 MCCULLUM, K.(GIE)",184,75,,"#3 LOWERY, R.(HDB)",188,78,4,1,,JohannesHACK,177,80,,,168,,,,Perp
